0.12,0.21333,0.35333,0.0033333,0.184,0.16,0.32,0.58,0.225,0.2,0.98769,0,0.15643,0
0.12,0.20667,0.33333,0.0033333,0.182,0.15,0.32,0.59,0.275,0.2,0.98769,0,0,0.15643
0.13,0.20667,0.33333,0.0033333,0.184,0.146,0.3,0.65,0.48056,0.2,0.12187,0,0,0.99255
0.12,0.18,0.26,0.0066667,0.152,0.11,0.3,0.7,0.62222,0.2,0,0.69466,0,0.71934
0.09,0.14,0.17667,0.013333,0.12,0.094,0.3,0.72,0.95556,0.2,0,0.27564,0.96126,0
0.06,0.093333,0.1,0.043333,0.096,0.064,0.28,0.8,0.725,0.2,0,0.98769,0,0.15643
0.06,0.08,0.09,0.09,0.078,0.052,0.28,0.72,0.18333,0.2,0.91355,0,0.40674,0
0.05,0.073333,0.083333,0.11,0.072,0.044,0.28,0.73,0.91944,0.2,0,0.48481,0.87462,0
0.06,0.073333,0.11667,0.11667,0.074,0.04,0.3,0.72,0.825,0.2,0,0.89101,0.45399,0
0.06,0.073333,0.11667,0.11333,0.074,0.04,0.4,0.5,0.65556,0.4,0,0.82904,0,0.55919
0.06,0.056667,0.12,0.12333,0.08,0.05,0.42,0.49,0.80833,0.4,0,0.93358,0.35837,0
0.05,0.03,0.12,0.14,0.072,0.036,0.48,0.33,0.69722,0.4,0,0.94552,0,0.32557
0.05,0.03,0.12,0.14667,0.072,0.036,0.5,0.27,0.71944,0.6,0,0.98163,0,0.19081
0.05,0.063333,0.14667,0.14333,0.082,0.036,0.52,0.24,0.71389,0.6,0,0.97437,0,0.22495
0.05,0.063333,0.063333,0.12333,0.088,0.056,0.54,0.23,0.67778,0.8,0,0.89879,0,0.43837
0.05,0.063333,0.063333,0.16667,0.088,0.056,0.56,0.22,0.71944,0.6,0,0.98163,0,0.19081
0.05,0.063333,0.063333,0.16667,0.088,0.056,0.4,0.22,0,0,0,0,1,0
0.05,0.07,0.073333,0.16667,0.1,0.07,0.52,0.28,0.66389,0.4,0,0.85717,0,0.51504
0.06,0.13333,0.16333,0.15667,0.126,0.078,0.48,0.31,0.79167,0.4,0,0.96593,0.25882,0
0.06,0.11333,0.15,0.10333,0.106,0.07,0.46,0.37,0.086111,0.2,0.51504,0,0.85717,0
0.06,0.12667,0.13667,0.11,0.108,0.074,0.46,0.37,0.78611,0.2,0,0.97437,0.22495,0
0.06,0.12667,0.13667,0.086667,0.108,0.074,0.4,0.44,0.25278,0.2,0.99985,0,0,0.017452
0.06,0.11667,0.12,0.1,0.096,0.082,0.38,0.46,0.275,0.2,0.98769,0,0,0.15643
0.06,0.10667,0.12667,0.076667,0.096,0.074,0.36,0.55,0.23611,0.2,0.99619,0,0.087156,0
0.06,0.11333,0.14,0.076667,0.114,0.076,0.36,0.5,0.38611,0.2,0.65606,0,0,0.75471
0.07,0.13,0.18333,0.073333,0.116,0.096,0.34,0.53,0.063889,0.2,0.39073,0,0.9205,0
0.11,0.18333,0.31,0.056667,0.144,0.112,0.32,0.56,0.18056,0.2,0.90631,0,0.42262,0
0.11,0.18333,0.31,0.01,0.144,0.112,0.3,0.6,0.16944,0.2,0.87462,0,0.48481,0
0.13,0.18667,0.32333,0.01,0.148,0.136,0.28,0.68,0.19444,0.2,0.93969,0,0.34202,0
0.13,0.18667,0.32333,0.0033333,0.148,0.136,0.28,0.67,0.23889,0.2,0.99756,0,0.069756,0
0.12,0.18667,0.28333,0.0033333,0.15,0.124,0.28,0.66,0.24167,0.4,0.99863,0,0.052336,0
0.11,0.17667,0.28,0.0033333,0.15,0.122,0.3,0.65,0.18333,0.2,0.91355,0,0.40674,0
0.12,0.17333,0.29667,0.0033333,0.146,0.118,0.3,0.66,0.22222,0.2,0.98481,0,0.17365,0
0.13,0.15333,0.29333,0.0066667,0.15,0.124,0.34,0.57,0.13889,0.2,0.76604,0,0.64279,0
0.14,0.14333,0.31667,0.023333,0.168,0.14,0.4,0.51,0.19722,0.2,0.94552,0,0.32557,0
0.14,0.14333,0.39333,0.04,0.162,0.138,0.44,0.48,0.83889,0.2,0,0.84805,0.52992,0
0.14,0.14333,0.39333,0.046667,0.162,0.138,0.46,0.4,0.94722,0.2,0,0.32557,0.94552,0
0.12,0.14333,0.26667,0.056667,0.162,0.158,0.48,0.34,0.95556,0.2,0,0.27564,0.96126,0
0.07,0.10333,0.17,0.066667,0.106,0.092,0.52,0.3,0.77222,0.2,0,0.99027,0.13917,0
0.07,0.10333,0.17,0.08,0.106,0.092,0.54,0.27,0.96111,0.2,0,0.24192,0.9703,0
0.09,0.16667,0.19,0.11333,0.126,0.102,0.52,0.32,0.058333,0.2,0.35837,0,0.93358,0
0.09,0.16667,0.19,0.10667,0.126,0.102,0.5,0.33,0.28333,0.2,0.97815,0,0,0.20791
0.1,0.21,0.19667,0.05,0.148,0.132,0.46,0.4,0.13333,0.2,0.74314,0,0.66913,0
0.11,0.19,0.17667,0.0033333,0.12,0.112,0.46,0.48,0.96111,0.2,0,0.24192,0.9703,0
0.11,0.20333,0.22333,0.0066667,0.142,0.128,0.4,0.55,0.14722,0.2,0.79864,0,0.60182,0
0.12,0.2,0.26,0.0033333,0.14,0.13,0.4,0.54,0.17778,0.2,0.89879,0,0.43837,0
0.13,0.2,0.31,0.0033333,0.144,0.152,0.4,0.54,0.86667,0.2,0,0.74314,0.66913,0
0.15,0.22,0.33667,0.0033333,0.16,0.158,0.4,0.53,0.27222,0.2,0.99027,0,0,0.13917
0.15,0.22,0.32333,0.0033333,0.166,0.152,0.4,0.58,0.90278,0.2,0,0.57358,0.81915,0
0.13,0.23333,0.32667,0.0066667,0.186,0.174,0.38,0.65,0.68611,0.2,0,0.9205,0,0.39073
0.13,0.23333,0.32667,0.0066667,0.186,0.174,0.38,0.66,0.84722,0.2,0,0.81915,0.57358,0
0.13,0.18,0.32667,0.0066667,0.154,0.132,0.4,0.59,0.82778,0.4,0,0.88295,0.46947,0
0.1,0.1,0.11,0.0066667,0.138,0.098,0.4,0.59,0,0,0,0,1,0
0.1,0.1,0.11,0.0033333,0.138,0.098,0.4,0.6,0.59167,0.2,0,0.54464,0,0.83867
0.06,0.1,0.11,0.04,0.094,0.05,0.38,0.56,0.64167,0.4,0,0.77715,0,0.62932
0.06,0.093333,0.12,0.07,0.072,0.032,0.36,0.63,0.16111,0.2,0.84805,0,0.52992,0
0.05,0.08,0.10667,0.076667,0.054,0.022,0.36,0.63,0.61944,0.4,0,0.682,0,0.73135
0.05,0.063333,0.13333,0.1,0.056,0.024,0.4,0.51,0.83611,0.2,0,0.85717,0.51504,0
0.04,0.046667,0.083333,0.11667,0.068,0.028,0.44,0.41,0.725,0.4,0,0.98769,0,0.15643
0.04,0.046667,0.083333,0.11667,0.068,0.028,0.46,0.31,0.71389,0.6,0,0.97437,0,0.22495
